,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
238,84.08,,,,,,Arabica,ANDRES MARTINEZ LEON,Mexico,LA LAGUNILLA,,AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.,1405843946,,1480,SANTO DOMINGO CACALOTEPEC,ANDRES MARTINEZ LEON,300.0,1,AMECAFE,2012,2012-09-04,ANDRES MARTINEZ LEON,Typica,Completed,Washed / Wet,Sample,7.67,7.75,7.67,7.75,7.67,7.75,Sample,10.0,10.0,10.0,7.83,Sample  84.08,,0.11,1,0.0,Green,10,,2013-09-04,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-26
239,84.08,,,,,,Arabica,Steven Kil,Ethiopia,,,,010-0343-0083,The Specialty Coffee Appraisers Institute of Asia,1800m,"Ethiopia, Sidamo",,100.0,60,Specialty Coffee Association,2012,2012-08-17,Steven Kil,Other,Completed,Natural / Dry,Sample,7.92,7.92,7.83,8.0,7.92,7.92,Sample,10.0,10.0,8.67,7.92,Sample  84.08,,0.09,0,0.0,,15,,2013-08-17,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-09-05
243,84,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA LOS CERROS Y ANEXOS,,BENEFICIO EXPORTCAFE AGUA SANTA,11/52/841,"Exportcafe, S.A.",5440 - 5760 METROS,HUEHUETENANGO,OTONIEL VILLATORO LOPEZ,275.0,69,Asociacion Nacional Del Café,2015,2015-06-10,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.83,7.58,7.92,7.75,7.67,Sample,10.0,10.0,10.0,7.58,Sample  84.00,,0.12,0,0.0,Green,7,,2016-06-09,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-07-23
244,84,,,,,,Arabica,Olam Agro Colombia,Colombia,,,Trilladora Asia,613,Olam international Ltd,1600,Huila,,250.0,1,Almacafé,2014/2015,2014-12-18,Olam Agro Colombia,Other,Completed,Washed / Wet,Sample,7.67,7.67,7.83,7.58,7.58,7.83,Sample,10.0,10.0,10.0,7.83,Sample  84.00,,0.11,2,0.0,Green,7,,2015-12-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-07-01
245,84,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0535,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250.0,69,Asociacion Nacional Del Café,2014,2014-08-08,Juan Luis Alvarado Romero,Bourbon,Completed,Natural / Dry,Sample,7.92,7.67,7.42,7.92,7.75,7.83,Sample,10.0,10.0,10.0,7.5,Sample  84.00,,0.1,0,0.0,Green,1,,2015-08-08,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-08-03
246,84,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0465,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250.0,69,Asociacion Nacional Del Café,2014,2014-06-27,Juan Luis Alvarado Romero,Bourbon,Completed,Other,Sample,7.75,7.83,7.5,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.83,Sample  84.00,,0.1,0,0.0,Green,0,,2015-06-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-12-25
247,84,,,,,,Arabica,Olam Agro Colombia,Colombia,,,Trilladora Asia,1032,Olam international Ltd,1480,Huila,,250.0,1,Almacafé,2014,2014-05-27,Olam Agro Colombia,,Completed,Washed / Wet,Sample,7.67,7.75,7.67,7.67,7.67,7.75,Sample,10.0,10.0,10.0,7.83,Sample  84.00,,0.12,0,0.0,Green,0,,2015-05-27,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-05-13
248,84,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola Bucaramanga,14-3-79-1417,ecom cca sa,1450,santander,,250.0,70,Almacafé,2014,2014-05-27,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.58,7.42,7.75,7.92,7.75,7.92,Sample,10.0,10.0,10.0,7.67,Sample  84.00,,0.12,0,0.0,Green,0,,2015-05-27,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-07-25
249,84,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2301,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,138.0,70,Almacafé,2014,2014-04-08,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.5,7.5,7.67,7.67,Sample,10.0,10.0,10.0,8.33,Sample  84.00,,0.12,0,0.0,Green,3,,2015-04-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-11-19
251,84,,,,,,Arabica,Ipanema Coffees,Brazil,Fazenda Rio Verde,,Ipanema Coffees,002/4177/0121,Ipanema Coffees,1260,South Minas,Ipanema Coffees,320.0,60,Specialty Coffee Association,2013/2014,2014-01-02,Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,Sample,7.58,7.83,7.67,7.25,8.0,7.75,Sample,10.0,10.0,10.0,7.92,Sample  84.00,,0.1,0,0.0,Green,0,,2015-01-02,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-08-10
252,84,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza,68-0222,Exportadora de Cafe Condor S.A,1700 msnm,Cauca,,270.0,70,Almacafé,2013,2013-06-21,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.83,7.67,7.75,7.67,7.75,Sample,10.0,10.0,10.0,7.67,Sample  84.00,,0.11,0,0.0,Green,1,,2014-06-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-01-18
255,84,,,,,,Arabica,Taylor Winch (Coffee) Ltd.,Kenya,-,,-,37-0569-2347,Taylor Winch (Coffee) Ltd.,1650,Central Kenya,-,150.0,9000,Kenya Coffee Traders Association,2012,2012-05-31,Taylor Winch (Coffee) Ltd.,SL28,Completed,Washed / Wet,Sample,7.67,7.75,7.67,7.75,7.83,7.67,Sample,10.0,10.0,10.0,7.67,Sample  84.00,,0.0,0,0.0,Bluish-Green,0,,2013-05-31,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2013-03-27
263,83.92,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1772,Neiva,3-59-1772,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,250.0,70,Almacafé,2016,2016-02-11,CARCAFE LTDA CI,,Completed,,Sample,7.75,7.67,7.5,7.75,7.83,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.92,,0.11,1,0.0,Green,2,,2017-02-10,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-04-21
266,83.92,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,5274-01-03 00:00:00,Federacion Nacional de Cafeteros,,Huila,,275.0,2,Almacafé,2015,2015-08-18,Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.92,7.67,7.5,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.92,,0.0,0,0.0,,0,,2016-08-17,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-06-25
267,83.92,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,1969-01-01 00:00:00,Federacion Nacional de Cafeteros,,Huila,,275.0,2,Almacafé,2014,2015-03-12,Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.83,7.75,7.58,7.58,7.75,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.92,,0.0,1,0.0,None,1,,2016-03-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-07-21
268,83.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0985,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275.0,70,Almacafé,2014,2014-12-12,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.67,7.83,7.83,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.92,,0.0,0,0.0,Green,1,,2015-12-12,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-12-09
270,83.92,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,3-79-0635,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-01-17,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.67,7.83,7.67,7.75,7.67,7.83,Sample,10.0,10.0,10.0,7.5,Sample  83.92,,0.12,0,0.0,Green,3,,2015-01-17,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-10-17
271,83.92,,,,,,Arabica,OSCAR ORTEGA CARBALLO,Mexico,FINCA CUETZALINGO,,"XICOTEPEC DE JUAREZ, PUEBLA",1207088353,AGRO XICOTEPEC 2000,900,XICOTEPEC DE JUAREZ,OSCAR ORTEGA CARBALLO,48.0,1,AMECAFE,2012,2012-07-03,OSCAR ORTEGA CARBALLO,Typica,Completed,Washed / Wet,Sample,7.67,7.75,7.58,7.67,7.75,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.92,,0.12,10,0.0,Blue-Green,32,,2013-07-03,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-10-25
273,83.92,,,,,,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,COMUNIDAD LA YERBABUENA,,CAFETALEROS DE LA YERBABUENA SPR DE RL,2671,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1400,LA YERBABUENA,coop,20.0,1,AMECAFE,2012,2012-04-02,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,Sample,7.75,7.92,7.83,7.92,7.75,7.67,Sample,9.33,10.0,10.0,7.75,Sample  83.92,,0.0,0,0.0,Green,2,,2013-04-02,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-07-25
276,83.83,,,,,,Arabica,"CECA, S.A.",Costa Rica,Gamboa,8039,Beneficio Montañas del Diamante,5-025-0249,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,275.0,69,Specialty Coffee Association of Costa Rica,2015,2016-06-06,"CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.75,7.67,7.5,7.75,Sample,10.0,10.0,10.0,7.83,Sample  83.83,,0.0,0,0.0,Blue-Green,0,,2017-06-06,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2016-10-27
279,83.83,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Comercial e Exportadora SA,002/4177/0150,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320.0,2,Brazil Specialty Coffee Association,2015/2016,2015-10-08,Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,Sample,7.25,7.58,7.42,8.0,7.75,7.83,Sample,10.0,10.0,10.0,8.0,Sample  83.83,,0.0,0,0.0,Green,0,,2016-10-07,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-01-05
282,83.83,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Coffees,002/1660/0066,Ipanema Coffees,1200,South Minas Gerais,Ipanema Agrícola SA,300.0,2,Specialty Coffee Association,2014/2015,2014-10-16,Ipanema Coffees,Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.67,7.67,7.58,7.5,7.83,8.17,Sample,10.0,10.0,9.33,8.08,Sample  83.83,,0.0,0,0.0,Green,1,,2015-10-16,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-01-24
283,83.83,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0145,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-06-09,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.83,7.42,7.5,7.83,7.75,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.83,,0.1,0,0.0,Green,3,,2015-06-09,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-10-05
284,83.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0436,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250.0,69,Asociacion Nacional Del Café,2014,2014-05-22,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.83,7.33,8.0,7.58,7.75,Sample,10.0,10.0,10.0,7.75,Sample  83.83,,0.1,0,0.0,Green,1,,2015-05-22,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-03-25
287,83.83,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0221,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2013,2013-09-03,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.92,Sample  83.83,,0.11,0,0.0,Green,1,,2014-09-03,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-11-24
288,83.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA EL MORITO,,BENEFICIO IXCHEL,11/23/0464,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,ROBERTO MONTERROSO,250.0,69,Asociacion Nacional Del Café,2013,2013-04-26,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.83,7.5,7.83,7.83,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.83,,0.11,0,0.0,Green,3,,2014-04-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-11-19
289,83.83,,,,,,Arabica,FILEMON MENDOZA CAMPOS,Mexico,PREDIO CAÑADA DEL ENCINO,,COLONIA BALTAZAR R.LEYVA MANCILLA,1302922721,,1218,PETATLAN,FILEMON MENDOZA CAMPOS,20.0,1,AMECAFE,2012,2012-07-26,FILEMON MENDOZA CAMPOS,Bourbon,Completed,Natural / Dry,Sample,7.67,8.0,7.67,7.42,7.67,7.5,Sample,10.0,10.0,10.0,7.92,Sample  83.83,,0.1,0,0.0,Green,2,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-08-17
290,83.83,,,,,,Arabica,ALFREDO BOJALIL,Mexico,FINCA SANTA TERESA,,AGROINDUSTRIAS UNIDAS DE MEXICO,222,ECOMTRADING,1300,"LA CONCORDIA, CHIAPAS",ERNST POHLENZ AGUILAR,250.0,1,AMECAFE,2012,2012-06-06,ALFREDO BOJALIL,Pacas,Completed,Natural / Dry,Sample,7.67,7.58,7.5,7.75,7.75,7.75,Sample,10.0,10.0,10.0,7.83,Sample  83.83,,0.11,0,0.0,,4,,2013-06-06,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-11-24
291,83.83,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,Fazenda do Sertão,,Cocarive,002/1352/0052,Exportadora de Cafés Carmo de Minas LTDA,1.250 m,Carmo de Minas,Nazareth Dias Pereira,300.0,1,NUCOFFEE,2011/2012,2011-12-21,Jacques Pereira Carneiro,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.83,7.83,7.58,7.67,7.5,7.58,Sample,10.0,10.0,10.0,7.83,Sample  83.83,,0.12,0,0.0,Green,3,,2012-12-20,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-01-12
292,83.83,,,,,,Arabica,Doi Chaang Coffee Company,Thailand,"Doi Chaang Coffee Original Co.,Ltd",,Premium Grade A,Thailand/Organic/FT/FLO 19467/2011-A/140,,4921ft,"Doi Chaang Villiang, Chiang Rai, Thialand",Doi Chaang Community Enterprise Piko,175.0,50,Specialty Coffee Association,2011,2011-09-20,Doi Chaang Coffee Company,,Completed,,Sample,7.75,7.75,7.58,8.0,7.67,7.58,Sample,10.0,10.0,10.0,7.5,Sample  83.83,,0.02,0,0.0,,2,,2012-09-19,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-07-30
301,83.75,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-0708,CARCAFE LTDA,442 msnm,HUILA,FRANKLIN DUSSAN,250.0,70,Almacafé,2015/2016,2015-11-27,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.75,7.67,7.5,7.67,7.58,7.83,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,Green,0,,2016-11-26,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-01-15
304,83.75,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1419,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,100.0,70,Almacafé,2014,2014-02-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.92,7.5,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.75,,0.0,0,0.0,Green,5,,2015-02-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-02-17
305,83.75,,,,,,Arabica,Olam Agro Colombia,Colombia,,,Trilladora Asia,3-259-0471,Olam international Ltd,1500-1600,Huila,,250.0,70,Almacafé,2014,2014-01-24,Olam Agro Colombia,Other,Completed,Washed / Wet,Sample,7.67,7.42,7.42,7.42,8.0,8.33,Sample,10.0,10.0,10.0,7.5,Sample  83.75,,0.0,0,0.0,Green,3,,2015-01-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-01-10
306,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,bonanza-Armenia,3-68-0049,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250.0,70,Almacafé,2013,2013-11-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.75,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,Blue-Green,1,,2014-11-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-02-23
307,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza,3-68-0260,Exportadora de Cafe Condor S.A,1750,huila,,275.0,70,Almacafé,2013,2013-08-27,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.67,7.75,7.58,7.42,8.0,Sample,10.0,10.0,10.0,7.58,Sample  83.75,,0.11,0,0.0,Green,3,,2014-08-27,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-12-04
308,83.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,K#13150104,Kona Pacific Farmers Cooperative,,KONA,,12.0,45.359,Specialty Coffee Association,2013,2013-05-02,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.25,7.42,7.67,7.58,7.83,8.25,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,Bluish-Green,0,,2014-05-02,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-02-21
310,83.75,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Several farms,,Florencia,11-10170-005,The Coffee Source Inc.,1300 mts,Quetzaltenango,Several producres,250.0,1.361,Specialty Coffee Association,2012,2012-05-24,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.67,7.75,7.75,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.11,0,0.0,Bluish-Green,1,,2013-05-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-11-18
311,83.75,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,,3-059-1329,,1600 m.s.n.m,Cauca,Carlos Peneche/Jesus Peneche/Flor Chacón,275.0,70,Almacafé,January 2011,2011-04-20,CARCAFE LTDA CI,,Completed,,Sample,7.83,7.83,7.58,7.33,7.42,7.67,Sample,10.0,10.0,10.0,8.08,Sample  83.75,,0.1,0,0.0,,1,,2012-04-19,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-01-03
312,83.75,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanaza,3-68-0124,,1600 msnm,cundinamarca,,250.0,70,Almacafé,4T/10,2011-02-09,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.75,7.67,7.25,7.25,7.58,8.5,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.06,0,0.0,,1,,2012-02-09,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-02-15
313,83.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210689,,,Kona,,4.0,1,Specialty Coffee Association,,2010-06-29,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.83,7.67,7.75,7.67,7.58,7.5,Sample,10.0,10.0,10.0,7.75,Sample  83.75,,0.0,0,0.0,,0,,2011-06-29,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-04-02
318,83.67,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha Farm,008/16A,Dry mill,002/1660/0106,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320.0,60,Brazil Specialty Coffee Association,2016,2016-08-16,Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.58,7.75,7.58,7.75,7.58,7.58,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,2.0,Green,3,,2017-08-16,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-09-19
322,83.67,,,,,,Arabica,Rob Stephen,Colombia,,,,3-259-1444,Olam Specialty Coffee,1550-1700m,Huila,Agrotello Coop,100.0,0.907,Specialty Coffee Association,2014/2015,2014-11-21,Rob Stephen,Caturra,Completed,Washed / Wet,Sample,7.5,7.75,7.5,7.75,7.67,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,0.0,,4,,2015-11-21,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-12-19
323,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA LAS CUEVITAS,,BENEFICIO EXPORTCAFE AGUA SANTA,11-52-380,"EXPORTCAFE, S.A.",4451 METROS,HUEHUETENANGO,FRANCISCO LUIS MARTINEZ LOPEZ,275.0,69,Asociacion Nacional Del Café,2014,2014-02-27,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,8.0,7.5,7.33,8.0,8.0,8.0,Sample,9.33,10.0,10.0,7.5,Sample  83.67,,0.1,0,0.0,Green,0,,2015-02-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-10-04
324,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,VARIAS,,TRILLADORA BONANZA,3-68-0021,Exportadora de Cafe Condor S.A,1750 MSNM,HUILA SUPREMO,,250.0,70,Almacafé,2013,2013-10-29,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.75,7.67,7.58,7.58,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.67,,0.0,0,0.0,Green,3,,2014-10-29,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-12-27
325,83.67,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2865,Racafe & Cia S.C.A,1800 - 2000,Huila,Huila,250.0,70,Almacafé,2013,2013-08-16,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.67,7.33,7.75,Sample,10.0,10.0,10.0,7.92,Sample  83.67,,0.0,0,0.0,Green,1,,2014-08-16,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-02-27
