,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
882,81.67,,,,,,Arabica,Elsy Reyes,Honduras,Gran Manzana y el Aguacate,,CIGRAH SPS,13-111-192,CIGRAH,1400,Comayagua,"Tomás Sosa, Juan Damaso",275.0,1,Instituto Hondureño del Café,2014,2014-05-16,,Caturra,Completed,Natural / Dry,Sample,7.5,7.33,7.5,7.5,7.17,7.17,Sample,10.0,10.0,10.0,7.5,Sample  81.67,,0.1,0,0.0,Green,5,,2015-05-16,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2014-12-17
883,81.67,,,,,,Arabica,"CECA, S.A.",Costa Rica,Gamboa,,Beneficio Montañas del Diamante,5-025-0135,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,275.0,69,Specialty Coffee Association of Costa Rica,2013,2014-04-26,"CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.5,7.17,7.17,7.17,7.5,7.08,Sample,10.0,10.0,10.0,8.08,Sample  81.67,,0.11,0,0.0,Green,3,,2015-04-26,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-07-20
884,81.67,,,,,,Arabica,Dane Loraas,Mexico,,,,016-2022-0009,Sustainable Harvest,,Veracruz,Huatusco,320.0,2.268,Specialty Coffee Association,2014,2014-04-02,Dane Loraas,,Completed,Washed / Wet,Sample,7.42,7.42,7.67,8.0,7.58,7.5,Sample,9.33,9.33,10.0,7.42,Sample  81.67,,0.0,0,0.0,Green,4,,2015-04-02,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-04-11
887,81.67,,,,,,Arabica,FREDY GORDILLO REYES,Mexico,UNION RAMAL SANTA CRUZ,,UNION RAMAL SANTA CRUZ,2496,UNION RAMAL SANTA CRUZ SPR DE RI,1400,"LA CONCORDIA, CHIAPAS",UNION RAMAL SANTA CRUZ,310.0,1,AMECAFE,2013,2013-03-29,FREDY GORDILLO REYES,Typica,Completed,Washed / Wet,Sample,7.5,7.42,7.08,7.58,7.33,7.33,Sample,10.0,10.0,10.0,7.42,Sample  81.67,,0.12,0,0.0,Green,6,,2014-03-29,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-10-16
888,81.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA EL MORITO,,BENEFICIO EL MORITO,11/9768/01,FINCA EL MORITO,"5,500-6,000 PSNM",JALAPA,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275.0,69,Asociacion Nacional Del Café,2012,2012-10-05,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.67,7.33,7.33,7.33,7.33,Sample,10.0,10.0,10.0,7.17,Sample  81.67,,0.11,0,0.0,Green,4,,2013-10-05,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-09-12
891,81.67,,,,,,Arabica,CHRISTINA DUSING,Mexico,UCIPA SANTA CATARINA,,ECC BENEFICIO VERACRUZ,1506803385,,1200,VERACRUZ,CESAR SANTIZ LOPEZ,275.0,1,AMECAFE,2012,2012-07-27,CHRISTINA DUSING,Bourbon,Completed,Washed / Wet,Sample,7.5,7.42,7.33,7.42,7.42,7.42,Sample,10.0,10.0,10.0,7.17,Sample  81.67,,0.11,0,0.0,Green,2,,2013-07-27,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-10-11
894,81.67,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2200305,CQI,,Kona,,13.0,45.359,Specialty Coffee Association,2012,2012-02-08,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.42,7.33,7.33,7.33,7.17,7.83,Sample,10.0,10.0,10.0,7.25,Sample  81.67,,0.1,1,0.0,Green,1,,2013-02-07,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-02-10
896,81.58,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0368,BENEFICIO IXCHEL,11/23/0368,"UNEX GUATEMALA, S.A.",190164,HUEHUETENANGO,"AGRICOLA EL PILAR, SA.",25.0,69,Asociacion Nacional Del Café,2017,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.42,7.08,7.5,7.42,7.33,Sample,10.0,10.0,10.0,7.42,Sample  81.58,,0.12,0,0.0,Green,0,,2018-06-01,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-10-19
898,81.58,,,,,,Arabica,"CECA, S.A.",Costa Rica,Cafetalera Aquiares,,Cafetalera Aquiares,5-025-024/25,"CECA,S.A.",1.3,Turrialba,Cafetalera Aquiares,250.0,69,Specialty Coffee Association of Costa Rica,2015,2015-02-03,"CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.58,7.42,7.5,7.17,7.08,7.58,Sample,10.0,10.0,10.0,7.25,Sample  81.58,,0.12,0,0.0,Green,1,,2016-02-03,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-07-02
899,81.58,,,,,,Arabica,Acacia Hills Ltd,"Tanzania, United Republic Of",Acacia Hills,,Acacia Hills Ltd,C30,Acacia Hills Ltd,1800,"Oldeani , Mongola",Acacia Hills Ltd,100.0,60,Africa Fine Coffee Association,2014,2014-12-18,Acacia Hills Ltd,Other,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.42,7.42,7.33,Sample,10.0,10.0,10.0,7.25,Sample  81.58,,0.12,0,0.0,Green,5,,2015-12-18,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-02-16
902,81.58,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Coffees,002/1660/0058,Ipanema Coffees,1260,South Minas,Ipanema Coffees,300.0,60,NUCOFFEE,2013/2014,2013-11-06,Ipanema Coffees,Yellow Bourbon,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.33,7.5,7.25,Sample,10.0,10.0,10.0,7.33,Sample  81.58,,0.12,0,0.0,Blue-Green,3,,2014-11-06,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2014-02-06
903,81.58,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL MORITO,,BENEFICIO IXCHEL,11/23/1014,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,ROBERTO MONTERROSO,250.0,69,Asociacion Nacional Del Café,2013,2013-07-16,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.33,7.17,7.58,7.42,7.5,Sample,10.0,10.0,10.0,7.17,Sample  81.58,,0.12,0,0.0,Green,1,,2014-07-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-12-23
907,81.58,,,,,,Arabica,Doi Chaang Coffee Company,Thailand,"Doi Chaang Coffee Original Co.,Ltd",,Peaberry,Thailand/Organic/FT/Peaberry/Crop 2011P,,4921ft,"Doi Chaang Village, Chiang Rai, Thialand",Doi Chaang Community Enterprise Piko,12.0,50,Specialty Coffee Association,2011,2011-11-16,Doi Chaang Coffee Company,,Completed,,Sample,7.08,7.33,7.58,7.58,7.17,7.5,Sample,10.0,10.0,10.0,7.33,Sample  81.58,,0.01,0,0.0,,0,,2012-11-15,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-10-19
910,81.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LAS DELICIAS,11/23/0688,BENEFICIO IXCHELL,11/23/0688,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,OTTO BECKER,50.0,69,Asociacion Nacional Del Café,2017,2017-08-23,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.58,7.17,7.42,7.33,7.42,Sample,9.33,10.0,10.0,7.58,Sample  81.50,,0.1,0,0.0,Green,0,,2018-08-23,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-12-13
911,81.5,,,,,,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,Finca Las Marías,017-053-0211 / 017-053-0212,BENEFICIO ATLANTIC CONDEGA,017-053-0211 / 017-053-0212,Exportadora Atlantic S.A,1100,JALAPA,Teófilo Narváez :,550.0,69,Instituto Hondureño del Café,2017,2017-06-20,"Exportadora Atlantic, S.A.",Caturra,Completed,Other,Sample,7.5,7.42,7.33,7.33,7.25,7.33,Sample,10.0,10.0,10.0,7.33,Sample  81.50,,0.11,0,0.0,Green,3,,2018-06-20,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2018-04-13
912,81.5,,,,,,Arabica,Elsy Reyes,Honduras,LAS CUCHILLAS,98,CIGRAH,13-111-083,CIGRAH,1400,COMAYAGUA,NAHUN MALDONADO,275.0,69,Instituto Hondureño del Café,2017,2017-06-03,Elsy Reyes,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.33,7.42,7.17,7.25,Sample,10.0,10.0,10.0,7.33,Sample  81.50,,0.1,0,0.0,Green,5,,2018-06-03,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2018-04-20
913,81.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LAS DELICIAS,11/23/0367,BENEFICIO IXCHEL,11/23/0367,"UNEX GUATEMALA, S.A.",,SANTA ROSA,AGRICOLA MONTE VERDE,50.0,69,Asociacion Nacional Del Café,2017,2017-06-01,Juan Luis Alvarado Romero,Bourbon,Completed,,Sample,7.5,7.42,7.25,7.25,7.5,7.25,Sample,10.0,10.0,10.0,7.33,Sample  81.50,,0.12,0,0.0,Green,0,,2018-06-01,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2018-03-24
916,81.5,,,,,,Arabica,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Costa Rica,Several,,Several,5-545-0006,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,1200 msm,Occidental,Beneficio la Eva S.A.,250.0,1,Specialty Coffee Association of Costa Rica,2014,2015-01-07,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Completed,Washed / Wet,Sample,7.83,7.33,7.08,7.08,7.33,7.5,Sample,10.0,10.0,10.0,7.33,Sample  81.50,,0.12,1,0.0,Green,2,,2016-01-07,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-08-18
917,81.5,,,,,,Arabica,AFCA,Malawi,Chinongo,,Mzuzu Coffee Coop Union        ,C18,Mzuzu Coffee Planters Coop Union        ,1599M,North of Mzuzu,Mzuzu Coffee Coop Union        ,15.0,60,Africa Fine Coffee Association,2014,2014-11-04,AFCA,Gesha,Completed,Washed / Wet,Sample,7.67,7.42,6.92,7.5,7.5,7.17,Sample,10.0,10.0,10.0,7.33,Sample  81.50,,0.12,0,0.0,Green,0,,2015-11-04,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",,,,2015-08-22
919,81.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,VARIAS,,LAS AMERICAS,11/951/388,"OUTSPAN GUATEMALA, S. A.",4000 PSNM,ORIENTE,VARIOS,250.0,69,Asociacion Nacional Del Café,2014,2014-09-23,Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,Sample,7.5,7.42,7.17,7.58,7.25,7.42,Sample,10.0,10.0,10.0,7.17,Sample  81.50,,0.12,0,0.0,Green,0,,2015-09-23,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-07-23
923,81.5,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,PEREIRA ESTATE COFFEEE,,CARAPINA ARMAZENS GERAIS,002/135-2/0276,Exportadora de Cafés Carmo de Minas LTDA,1200,SUL DE MINAS,MARIA ROGERIA COSTA PEREIRA,300.0,60,Specialty Coffee Association,2014,2014-07-29,Jacques Pereira Carneiro,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.58,7.5,7.5,7.67,7.67,7.83,Sample,9.33,9.33,9.33,7.75,Sample  81.50,,0.0,1,0.0,Green,1,,2015-07-29,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-02-23
927,81.5,,,,,,Arabica,ALFREDO BOJALIL,Mexico,PRODUCTOR INDEPENDIENTE GUADALUPE VICTORIA,,AMSA TUXTLA,1506811628,ECOMTRADING,1600,AMATENANGO DE LA FRONTERA,JORGE HERNANDEZ MONTEJO,250.0,1,AMECAFE,2012,2012-08-30,ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.58,7.42,7.25,7.42,7.33,7.33,Sample,10.0,10.0,10.0,7.17,Sample  81.50,,0.12,0,0.0,Green,5,,2013-08-30,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-10-19
930,81.5,,,,,,Arabica,TOMAS EDELMANN BLASS,Mexico,HAMBURGO 7 ARROYOS,,FINCA HAMBURGO,1506546082,,1250,TAPACHULA,TOMAS EDELMANN BLASS,50.0,80,AMECAFE,2012,2012-07-26,TOMAS EDELMANN BLASS,Bourbon,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.17,7.25,7.42,Sample,10.0,10.0,10.0,7.5,Sample  81.50,,0.13,0,0.0,Green,5,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-30
931,81.5,,,,,,Arabica,MARIA DE LA PAZ AGUILAR GUILLEN,Mexico,EL ROMANCE AZUL,,"EL ROMNACE AZUL, RIO VERDE",1302919531,,1100,ATOYAC DE ALVAREZ,MARIA DE LA PAZ AGUILAR GUILLEN,15.0,1,AMECAFE,2012,2012-07-26,MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Completed,Natural / Dry,Sample,7.5,7.5,7.25,7.5,7.42,7.58,Sample,9.33,10.0,10.0,7.42,Sample  81.50,,0.11,0,0.0,Green,3,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-02-15
934,81.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,CHIQUIMULJA / ALPHA CAFE / SENFRO,,BENEFICIO IXCHEL,11/23/0239,"UNEX (GUATEMALA), S.A",,ORIENTE,CHIQUIMULJA / ALPHA CAFE / SENFRO,250.0,1,Asociacion Nacional Del Café,2012,2012-01-25,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.33,7.5,7.33,7.42,7.17,7.33,Sample,10.0,10.0,10.0,7.42,Sample  81.50,,0.11,0,0.0,Green,1,,2013-01-24,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-08-09
938,81.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,NUEVA GRANADA,11/326/14,BENEFICIO NUEVA GRANADA,11/326/14,"AGRICOLA NUEVA GRANADA, S.A.",4500,SAN MARCOS,"AGRICOLA NUEVA GRANADA, S.A.",450.0,69,Asociacion Nacional Del Café,2016,2016-03-17,Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,Sample,7.42,7.33,7.08,7.58,7.33,7.25,Sample,10.0,10.0,10.0,7.42,Sample  81.42,,0.1,0,0.0,Green,0,,2017-03-17,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-01-17
939,81.42,,,,,,Arabica,Cafebras,Brazil,FAZENDA RIO BRILHANTE,,17/18,002/1495/0134,Cafebras Comercio de Cafés do Brasil SA,1100,CERRADO MINEIRO,INACIO URBAN,300.0,60,Brazil Specialty Coffee Association,2015/2016,2015-12-03,Cafebras,Catuai,Completed,Natural / Dry,Sample,7.33,7.5,7.5,7.33,6.83,7.42,Sample,10.0,10.0,10.0,7.5,Sample  81.42,,0.11,0,0.0,Green,2,,2016-12-02,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-11-10
940,81.42,,,,,,Arabica,CADEXSA,Honduras,CERRO BUENO,,CADEXSA,13-63-204,CADEXSA,1400 MSNM,Marcala,Jose Omar Acosta,275.0,1,Instituto Hondureño del Café,2015,2015-05-12,CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.5,7.33,7.17,7.25,7.5,7.42,Sample,10.0,10.0,10.0,7.25,Sample  81.42,,0.12,0,0.0,Green,1,,2016-05-11,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-12-06
945,81.42,,,,,,Arabica,Kurt Kappeli,Mexico,various small farms,,Cafe Gourmet de Sierra Azual SC,0016-2814-0001,Globus Coffee,"1,550 meter",Siltepec el Triunfo,various small producers,280.0,2,Specialty Coffee Association,2014,2014-05-01,Kurt Kappeli,Typica,Completed,Washed / Wet,Sample,7.67,7.33,7.25,7.17,7.25,7.42,Sample,10.0,10.0,10.0,7.33,Sample  81.42,,0.0,1,0.0,Green,1,,2015-05-01,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-02-21
946,81.42,,,,,,Arabica,Dane Loraas,Peru,,,,030-0218-2662,Sustainable Harvest,,Puno,,280.0,2.268,Specialty Coffee Association,2013,2014-02-27,Dane Loraas,,Completed,Washed / Wet,Sample,7.42,7.42,7.17,7.33,7.42,7.42,Sample,10.0,10.0,10.0,7.25,Sample  81.42,,0.1,1,0.0,Bluish-Green,5,,2015-02-27,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-07-11
947,81.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTE VERDE,,BENEFICIO IXCHEL,11/9772/3,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,OTTO BECKER,250.0,69,Asociacion Nacional Del Café,2013,2013-10-07,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.42,7.42,7.5,Sample,10.0,10.0,10.0,7.08,Sample  81.42,,0.12,0,0.0,Green,4,,2014-10-07,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-03-29
948,81.42,,,,,,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,PALANTLA,,"EN CHIATIPAN, MUNICIPIO DE HUAZALINGO",1702771645,,763,"HUAZALINGO, HIDALGO","MARTINEZ BAUTISTA, NICOLAS",10.0,1,AMECAFE,2012,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Caturra,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.17,7.25,7.42,Sample,10.0,10.0,10.0,7.58,Sample  81.42,,0.13,1,0.0,None,8,,2013-09-27,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-11
949,81.42,,,,,,Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Mexico,LOS BRUJOS,,,F30002939,GRUPO CAFETALERO LOS BRUJOS,1100,"COATEPEC, COATEPEC",MARIA DE LOUDES ANCIRA ELIZONDO,20.0,1,AMECAFE,2012,2012-06-06,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Completed,Washed / Wet,Sample,7.42,7.42,7.25,7.25,7.5,7.33,Sample,10.0,10.0,10.0,7.25,Sample  81.42,,0.13,0,0.0,,1,,2013-06-06,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-18
950,81.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0027,Exportadora de Cafe Condor S.A,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250.0,70,Almacafé,2011,2011-11-11,Exportadora de Cafe Condor S.A,Caturra,Completed,Natural / Dry,Sample,7.5,7.42,7.25,7.17,7.17,7.75,Sample,10.0,10.0,10.0,7.17,Sample  81.42,,0.11,0,0.0,Green,0,,2012-11-10,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-08-24
951,81.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Calarca-Quindio,3-68-0130,,1880 msnm,Cauca,,250.0,70,Almacafé,4T72010,2011-02-22,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.75,7.33,7.42,7.0,7.33,7.25,Sample,10.0,10.0,10.0,7.33,Sample  81.42,,0.16,0,0.0,,2,,2012-02-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-02-07
952,81.42,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,Kona Pacific Farmers Cooperative,HDOA 210520,,,Kona,,27.0,0.0,Specialty Coffee Association,,2010-05-24,Kona Pacific Farmers Cooperative,Peaberry,Completed,,Sample,7.83,7.0,7.0,7.58,7.58,7.5,Sample,10.0,10.0,10.0,6.92,Sample  81.42,,0.01,0,0.0,,10,,2011-05-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-12-16
953,81.33,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-0059,Bachue,3-37-0059,Racafe & Cia S.C.A,,Huila,La Plata,230.0,70,Almacafé,2016,2016-11-08,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.33,7.33,7.17,7.33,7.42,Sample,10.0,10.0,10.0,7.25,Sample  81.33,,0.0,0,0.0,,0,,2017-11-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-03-21
954,81.33,,,,,,Arabica,Bismarck Castro,Honduras,Las Cuchillas,149,Dry Mill,13-111-084,CIGRAH S.A DE C.V,1500,Comayagua,Nahun Maldonado,275.0,69,Instituto Hondureño del Café,2016 / 2017,2016-06-09,Bismarck Castro,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7.0,7.17,7.5,7.33,Sample,10.0,10.0,10.0,7.33,Sample  81.33,,0.11,0,2.0,Bluish-Green,3,,2017-06-09,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2016-11-28
957,81.33,,,,,,Arabica,CADEXSA,Honduras,Bethel,,CADEXSA,13-63-318,CADEXSA,1350,Marcala,Jose Omar Acosta,275.0,1,Instituto Hondureño del Café,2015,2015-05-22,CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.58,7.42,7.17,7.42,7.17,7.17,Sample,10.0,10.0,10.0,7.42,Sample  81.33,,0.09,0,0.0,Green,4,,2016-05-21,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-09-14
958,81.33,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,SERTAO FARM,,CARAPINA,002/135-2/0076,Exportadora de Cafés Carmo de Minas LTDA,1200,MANTIQUEIRA DE MINAS,NAZARETH DIAS PEREIRA,300.0,60,Brazil Specialty Coffee Association,2014/2015,2014-12-16,Jacques Pereira Carneiro,Yellow Bourbon,Completed,Other,Sample,7.17,7.33,7.42,7.25,7.42,7.33,Sample,10.0,10.0,10.0,7.42,Sample  81.33,,0.12,0,0.0,Green,6,,2015-12-16,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-01-21
959,81.33,,,,,,Arabica,Victoria,Philippines,BACOFA,,GREEN BEANS,123/300/01,S3V International Importing,1400 MASL,"DAVAO CITY, REGION 11","COFFEE FOR PEACE,INC.",2.0,2,Specialty Coffee Association,2014,2014-11-13,Victoria,Other,Completed,Washed / Wet,Sample,7.08,7.33,7.42,7.33,7.33,7.5,Sample,10.0,10.0,10.0,7.33,Sample  81.33,,0.14,0,0.0,Green,3,,2015-11-13,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-03-24
961,81.33,,,,,,Arabica,Mayra Yessenia Torres,Honduras,El Cerron,,Olam Honduras,13-01-0556,"OLAM HONDURAS, S.A.",1450 MSNM,San Marcos Ocotepeque,Nelson Melgar Melgar,275.0,1,Instituto Hondureño del Café,2014,2014-01-22,Mayra Yessenia Torres,Catuai,Completed,Washed / Wet,Sample,7.33,7.33,7.17,7.33,7.5,7.33,Sample,10.0,10.0,10.0,7.33,Sample  81.33,,0.12,0,0.0,Green,3,,2015-01-22,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2014-03-30
